Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
2041146384,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2041146797,000005B0,false,Rx,0,8,4B,0A,21,00,00,00,00,00,
2041147128,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2041147554,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2041147898,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2041148391,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2041161181,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2041190070,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2041190330,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2041190554,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2041190805,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2041231344,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2041241260,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2041248816,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2041251334,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2041249090,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2041249543,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2041249859,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2041250398,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2041250811,000005B0,false,Rx,0,8,4B,0A,21,00,00,00,00,00,
2041251384,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2041251578,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2041252138,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2041252542,000005B0,false,Rx,0,8,4B,04,21,00,D8,01,00,00,
2041261342,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2041290069,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2041290343,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2041290567,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2041290802,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2041331433,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2041341350,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2041351371,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2041353119,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2041353399,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2041353898,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2041354155,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2041354517,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2041354926,000005B0,false,Rx,0,8,4B,0A,21,00,00,00,00,00,
2041355262,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2041355695,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2041356030,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2041356451,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2041361525,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2041390079,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2041390357,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2041390554,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2041390806,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2041431497,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2041441461,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2041451517,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2041457140,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2041457428,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2041457880,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2041458183,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2041458592,00000630,false,Rx,0,8,2B,0A,21,00,0A,00,00,00,
2041458936,000005B0,false,Rx,0,8,60,0A,21,00,00,00,00,00,
2041459534,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2041459894,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2041460360,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2041460656,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2041461259,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2041461488,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2041461619,000005B0,false,Rx,0,8,4B,04,21,00,D8,01,00,00,
2041490069,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2041490363,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2041490555,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2041490790,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2041531635,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2041541555,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2041551575,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2041561601,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2041562520,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2041562815,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2041563186,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2041563578,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2041563972,00000630,false,Rx,0,8,2B,09,21,00,88,13,00,00,
2041564375,000005B0,false,Rx,0,8,60,09,21,00,00,00,00,00,
2041564876,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2041565136,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2041565643,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2041565930,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2041566431,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2041566722,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2041590026,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2041590267,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2041590528,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2041590773,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2041631695,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2041641655,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2041651708,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2041661687,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2041667312,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2041667692,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2041668132,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2041668460,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2041668818,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2041669210,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2041669834,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2041670183,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2041670762,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2041671176,000005B0,false,Rx,0,8,4B,04,21,00,D8,01,00,00,
2041690058,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2041690301,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2041690542,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2041690795,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2041731843,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2041741773,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2041751788,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2041761787,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2041771780,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2041772084,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2041772510,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2041772872,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2041773226,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2041773652,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2041774027,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2041774438,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2041774930,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2041775218,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2041790061,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2041790323,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2041790555,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2041790811,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2041831897,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2041841854,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2041851911,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2041862031,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2041875763,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2041876064,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2041876469,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2041876852,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2041877285,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2041877634,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2041878046,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2041878431,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2041878918,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2041879228,000005B0,false,Rx,0,8,4B,04,21,00,D8,01,00,00,
2041890044,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2041890289,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2041890536,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2041890769,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2041932031,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2041941950,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2041951962,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2041961991,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2041979836,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2041980270,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2041980808,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2041981250,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2041981812,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2041982221,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2041982691,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2041983020,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2041983438,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2041983800,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2041990057,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2041990297,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2041990559,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2041990804,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042032085,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042042055,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042052107,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042062087,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042084440,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2042084835,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2042085235,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2042085629,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2042086004,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2042086440,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2042086786,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2042087197,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2042087548,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2042087963,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2042089978,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042090203,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042090530,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042090715,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042132234,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042142163,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042152173,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042162188,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042188518,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2042190081,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042190351,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042190581,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042190825,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042188969,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2042189370,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2042189748,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2042190294,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2042190738,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2042191109,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2042191500,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2042191860,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2042192295,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2042232291,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042242259,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042252312,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042262294,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042290063,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042290283,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042290542,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042290776,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042292958,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2042293333,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2042294012,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2042294320,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2042294783,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2042295090,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2042295486,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2042295876,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2042296267,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2042296672,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2042332467,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042342371,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042352375,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042362512,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042390006,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042390244,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042390496,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042390739,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042397179,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2042397579,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2042398069,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2042398357,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2042398731,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2042399137,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2042399558,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2042399952,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2042400305,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2042400583,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2042432493,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042442484,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042452503,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042462487,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042489995,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042490215,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042490484,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042490709,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042501139,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2042501486,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2042502236,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2042502656,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2042503130,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2042503488,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2042503893,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2042504235,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2042504735,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2042505018,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2042532637,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042542566,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042552577,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042562599,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042590137,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042590372,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042590619,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042590852,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042605608,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2042606008,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2042606554,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2042606995,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2042607402,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2042607756,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2042608143,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2042608563,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2042608922,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2042609348,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2042632696,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042642660,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042652704,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042662685,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042690045,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042690266,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042690522,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042690766,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042709935,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2042710362,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2042711092,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2042711357,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2042711774,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2042712165,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2042712640,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2042712958,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2042714251,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2042714549,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2042732841,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042742764,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042752775,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042762790,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042789977,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042790204,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042790516,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042790711,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042815130,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2042815524,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2042815874,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2042816274,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2042816691,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2042817063,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2042817557,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2042817849,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2042832880,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042842850,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042818524,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2042818827,000005B0,false,Rx,0,8,4B,04,21,00,D8,01,00,00,
2042852906,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042863030,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042889936,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042890187,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042890437,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042890680,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2042919569,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2042919888,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2042920357,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2042920760,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2042921286,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2042921638,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2042922012,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2042922319,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2042922804,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2042923194,000005B0,false,Rx,0,8,4B,04,21,00,D8,01,00,00,
2042933042,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2042942962,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2042952977,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2042962976,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2042989937,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2042990176,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2042990422,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2042990669,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2043024057,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2043024427,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2043024824,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2043025080,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2043025649,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2043026001,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2043026657,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2043027121,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2043027553,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2043028000,000005B0,false,Rx,0,8,4B,04,21,00,D8,01,00,00,
2043033088,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2043043061,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2043053121,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2043063080,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2043089975,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2043090193,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2043090444,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2043090691,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2043128635,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2043129009,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2043133230,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2043129602,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2043130031,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
2043130460,00000630,false,Rx,0,8,40,0A,21,00,00,00,00,00,
2043130852,000005B0,false,Rx,0,8,4B,0A,21,00,0A,00,00,00,
2043131230,00000630,false,Rx,0,8,40,08,21,00,00,00,00,00,
2043131559,000005B0,false,Rx,0,8,4B,08,21,00,00,00,00,00,
2043131835,00000630,false,Rx,0,8,40,04,21,00,00,00,00,00,
2043132106,000005B0,false,Rx,0,8,4B,04,21,00,D9,01,00,00,
2043143170,00000101,false,Rx,1,8,00,FF,3C,00,00,E0,00,00,
2043153138,00000102,false,Rx,1,8,02,9A,01,00,00,C9,56,00,
2043163164,00000200,false,Rx,1,8,FF,00,00,00,FA,00,43,B3,
2043189920,00000108,false,Rx,1,8,01,F4,01,0F,B3,01,00,00,
2043190167,00000109,false,Rx,1,8,02,00,00,00,01,24,00,00,
2043190416,00000208,false,Rx,1,8,FF,F4,01,F0,00,00,FA,00,
2043190663,00000209,false,Rx,1,8,02,00,00,00,00,00,00,00,
2043233270,00000100,false,Rx,1,8,00,00,00,00,B3,01,64,00,
2043232932,00000630,false,Rx,0,8,40,01,21,00,00,00,00,00,
2043233218,000005B0,false,Rx,0,8,4B,01,21,00,01,00,00,00,
2043235948,00000630,false,Rx,0,8,40,50,21,00,00,00,00,00,
2043236250,000005B0,false,Rx,0,8,43,50,21,00,00,00,00,00,
